GAIADR3_ID,LAMOSTDR9_OBSID,C_F1,eC_F1,C_F2,eC_F2,C_F3,eC_F3,C_F4,eC_F4,C_F5,eC_F5,C_F6,eC_F6,C_F7,eC_F7,C_F8,eC_F8,C_F9,eC_F9,C_F10,eC_F10,PLXcorr,PLXerr,Bpmag,Bperr,Rpmag,Rperr,BpRp,MRp,CarbonMedian,CarbonMAD,Visual Inspection
1268967917468126208,633103247,9.985,0.421,2.469,0.112,1.165,0.188,0.942,0.253,-1.036,0.262,-2.416,0.239,0.975,0.163,1.824,0.135,1.943,0.099,2.061,0.087,0.692,0.018,11.877,0.001,10.581,0.0,1.296,-0.217,0.991,0.014,no inspected
1269663049335265792,661110242,6.048,5.361,4.297,1.33,2.892,1.457,6.505,1.464,2.677,2.186,1.195,1.468,1.062,0.835,0.907,0.725,1.477,0.687,1.25,0.586,1.482,0.058,17.035,0.004,15.756,0.002,1.278,6.61,0.994,0.008,no inspected
1272812252499566592,462312019,7.81,0.315,2.847,0.067,2.41,0.113,3.276,0.135,0.678,0.149,-0.715,0.14,0.36,0.098,1.602,0.083,1.891,0.057,2.003,0.062,3.272,0.016,11.6,0.0,10.405,0.0,1.195,2.979,0.995,0.005,no inspected
1273677469368530688,462315216,9.075,3.287,2.088,0.703,1.413,0.85,2.109,0.97,-0.365,1.247,-2.544,0.882,0.968,0.445,2.314,0.38,1.801,0.304,2.335,0.275,0.867,0.017,11.709,0.0,10.36,0.0,1.349,0.051,0.983,0.025,no inspected
1274870370767109120,459404183,8.343,0.306,2.658,0.067,2.137,0.102,2.064,0.134,-0.585,0.134,-2.68,0.112,0.837,0.066,2.04,0.056,1.896,0.045,2.266,0.042,1.123,0.014,11.255,0.0,9.932,0.0,1.324,0.184,0.999,0.002,no inspected
1275515715372387584,216112160,10.697,1.03,1.439,0.243,1.782,0.335,2.607,0.509,-0.36,0.535,-2.981,0.466,1.085,0.268,2.581,0.245,2.086,0.178,2.606,0.173,1.257,0.014,11.03,0.0,9.652,0.0,1.379,0.148,0.997,0.005,no inspected
1275515715372387584,459412154,11.339,0.404,3.108,0.082,2.282,0.116,2.459,0.129,-0.757,0.134,-2.901,0.146,0.833,0.083,2.518,0.081,2.205,0.054,2.79,0.054,1.257,0.014,11.03,0.0,9.652,0.0,1.379,0.148,0.999,0.001,no inspected
1276166832414887680,558316182,8.35,1.262,2.542,0.302,1.452,0.504,2.302,0.594,0.107,0.918,-1.601,0.548,1.396,0.443,2.185,0.386,1.669,0.333,1.717,0.308,0.225,0.025,15.724,0.001,14.58,0.001,1.144,1.341,0.991,0.014,no inspected
1276438824102331392,216111103,8.946,0.435,2.672,0.103,1.549,0.178,1.803,0.252,-0.945,0.266,-2.685,0.231,1.242,0.146,2.489,0.132,1.957,0.085,2.116,0.082,0.723,0.02,12.121,0.001,10.797,0.001,1.325,0.093,0.998,0.004,no inspected
1276438824102331392,459411103,10.337,1.11,2.934,0.245,1.898,0.373,1.79,0.504,-0.84,0.489,-2.786,0.389,0.843,0.355,2.274,0.332,1.774,0.287,2.124,0.276,0.723,0.02,12.121,0.001,10.797,0.001,1.325,0.093,0.839,0.239,no inspected
1276773281795552000,660711175,3.722,7.048,4.041,1.242,5.596,1.759,7.204,2.124,3.645,2.684,2.71,2.015,0.566,1.224,0.745,1.283,0.585,1.179,1.002,1.008,0.602,0.06,17.707,0.007,16.666,0.005,1.041,5.564,0.996,0.005,no inspected
1277598774509714944,569813096,7.292,2.01,3.683,0.304,3.956,0.526,4.617,0.566,1.412,0.518,-0.86,0.426,0.958,0.533,1.583,0.525,1.275,0.422,1.304,0.443,0.526,0.012,12.557,0.001,11.354,0.0,1.203,-0.041,1.0,0.0,no inspected
1277739546357907712,563704230,9.727,2.558,3.156,0.468,1.796,0.647,2.8,0.871,0.111,0.918,-1.016,0.66,1.409,0.468,2.472,0.462,2.04,0.381,2.046,0.344,0.414,0.016,15.105,0.002,13.839,0.001,1.267,1.923,1.0,0.0,no inspected
1278885271833218816,569815035,4.414,0.606,2.125,0.134,16.554,0.036,21.899,0.149,-0.284,0.567,-1.139,0.326,0.126,0.235,0.685,0.207,0.742,0.188,0.791,0.172,1.095,0.014,11.663,0.0,10.498,0.0,1.165,0.696,0.843,0.233,no inspected
1279276560532851456,537203023,0.323,2.959,2.39,0.741,6.91,1.078,7.449,1.271,4.383,1.423,2.082,1.079,0.132,0.708,0.825,0.733,0.466,0.551,0.672,0.504,0.485,0.015,13.704,0.001,12.632,0.001,1.072,1.062,1.0,0.0,no inspected
1279612358256299008,300604123,9.473,0.443,2.481,0.117,0.984,0.189,0.203,0.292,-1.048,0.27,-2.993,0.254,0.822,0.16,1.935,0.146,1.895,0.093,2.117,0.089,0.652,0.018,11.934,0.001,10.696,0.0,1.238,-0.234,0.534,0.647,no inspected
1279612358256299008,537204123,9.458,0.447,2.555,0.095,1.185,0.153,0.427,0.198,-1.059,0.215,-2.836,0.199,1.06,0.116,2.173,0.111,1.748,0.081,1.903,0.075,0.652,0.018,11.934,0.001,10.696,0.0,1.238,-0.234,0.968,0.048,no inspected
1281296947508833024,216914114,9.964,0.598,2.356,0.167,0.87,0.217,1.79,0.259,-0.665,0.277,-2.956,0.269,0.993,0.174,2.292,0.133,2.146,0.096,2.565,0.105,1.275,0.016,10.869,0.001,9.535,0.0,1.333,0.064,0.989,0.017,no inspected
1281836979516684288,722313066,8.106,1.663,2.835,0.28,1.889,0.333,3.092,0.415,0.846,0.488,-1.815,0.321,0.488,0.255,1.612,0.229,1.863,0.143,1.964,0.16,1.699,0.017,12.645,0.001,11.431,0.0,1.214,2.582,0.736,0.391,no inspected
1283528475077643520,207007229,9.096,0.551,2.574,0.143,0.33,0.229,0.69,0.297,-1.001,0.381,-2.75,0.251,0.907,0.167,1.996,0.159,1.847,0.103,2.09,0.109,1.3,0.015,10.529,0.001,9.249,0.0,1.279,-0.18,0.982,0.027,no inspected
1289863895436564224,211003085,12.891,1.502,2.949,0.277,1.732,0.441,2.419,0.586,-0.845,0.676,-2.561,0.482,1.02,0.298,2.294,0.223,2.072,0.161,2.512,0.145,0.684,0.017,12.313,0.001,10.938,0.0,1.375,0.112,0.986,0.021,no inspected
1291105725100606464,331510099,10.484,0.304,2.563,0.07,1.612,0.122,1.568,0.159,-0.933,0.181,-1.676,0.132,0.842,0.09,1.797,0.083,1.799,0.061,1.948,0.062,1.308,0.013,10.625,0.0,9.401,0.0,1.224,-0.016,0.995,0.007,no inspected
1296827927208785664,432403198,11.78,1.184,2.824,0.256,1.756,0.373,2.849,0.461,-0.232,0.59,-2.237,0.429,0.603,0.328,1.791,0.341,1.838,0.215,2.119,0.226,1.052,0.012,12.232,0.001,10.92,0.0,1.312,1.03,0.659,0.505,no inspected
1298514268809091328,238302051,8.971,0.296,2.978,0.077,1.378,0.138,2.393,0.162,0.18,0.194,-3.064,0.164,0.736,0.097,1.828,0.088,1.605,0.061,1.751,0.059,0.991,0.018,12.012,0.001,10.614,0.0,1.398,0.595,0.851,0.219,no inspected
1298752381795720704,350314186,7.324,1.158,2.417,0.201,1.385,0.256,1.286,0.334,-0.517,0.392,-3.292,0.236,1.049,0.162,2.091,0.136,1.725,0.089,1.929,0.087,0.557,0.015,12.805,0.002,11.439,0.001,1.366,0.169,0.85,0.222,no inspected
1300733907907876864,350316250,10.182,3.311,2.406,0.528,1.165,0.724,-0.356,0.991,-0.704,1.0,-2.569,0.705,1.228,0.413,2.211,0.402,1.728,0.269,1.735,0.253,0.206,0.013,14.311,0.001,13.17,0.0,1.141,-0.262,0.619,0.565,no inspected
1302498692789965824,238315243,9.338,0.198,2.295,0.057,1.001,0.089,1.428,0.111,-0.774,0.127,-1.813,0.111,0.832,0.066,1.859,0.058,1.945,0.045,2.193,0.043,1.102,0.013,11.256,0.0,9.933,0.0,1.323,0.143,0.988,0.018,no inspected
1303830373169101568,238313167,9.641,0.688,2.665,0.151,1.45,0.219,1.707,0.31,-0.943,0.35,-2.869,0.227,1.066,0.161,2.259,0.169,1.854,0.106,2.156,0.102,0.47,0.011,13.016,0.001,11.673,0.0,1.343,0.034,0.985,0.022,no inspected
1303857792240354816,238312020,9.799,0.236,2.765,0.061,1.554,0.094,1.592,0.12,-0.536,0.132,-1.79,0.112,1.092,0.068,2.469,0.058,2.151,0.038,2.4,0.039,0.916,0.014,11.602,0.001,10.253,0.0,1.349,0.063,1.0,0.0,no inspected
1304388718918176768,225008108,9.274,0.684,2.835,0.156,2.091,0.255,2.095,0.382,0.465,0.422,-2.317,0.29,1.159,0.201,2.156,0.179,1.857,0.144,2.019,0.138,0.784,0.012,13.618,0.001,12.382,0.0,1.236,1.853,0.999,0.001,no inspected
1304456648120780800,225008197,9.822,0.244,3.053,0.059,2.887,0.104,1.736,0.15,-0.147,0.16,-2.422,0.116,1.065,0.073,2.199,0.067,2.067,0.049,2.351,0.049,1.006,0.015,11.854,0.001,10.521,0.0,1.333,0.535,1.0,0.0,no inspected
1304781618229090304,225008027,10.192,1.046,2.5,0.206,1.807,0.321,2.51,0.41,-0.112,0.485,-2.934,0.341,1.24,0.25,2.559,0.203,1.957,0.162,2.415,0.145,0.533,0.01,12.992,0.001,11.558,0.0,1.434,0.192,1.0,0.0,no inspected
1305267675385081600,225010101,11.119,0.28,2.977,0.068,1.999,0.11,2.684,0.14,-1.04,0.191,-2.652,0.125,1.619,0.075,3.547,0.067,2.49,0.043,2.867,0.042,1.57,0.012,10.588,0.0,9.117,0.0,1.472,0.097,0.84,0.227,no inspected
1305810078214978048,225015092,8.722,0.234,2.543,0.056,1.477,0.091,1.156,0.13,-0.513,0.125,-1.096,0.119,0.663,0.077,1.736,0.072,1.747,0.049,1.79,0.053,0.89,0.014,11.595,0.0,10.302,0.0,1.293,0.05,0.788,0.312,no inspected
1307476903480937984,225006159,11.615,0.222,2.909,0.06,2.157,0.097,1.721,0.14,-0.846,0.175,-3.009,0.126,1.764,0.072,3.028,0.069,1.808,0.047,2.289,0.046,1.014,0.013,11.576,0.0,10.169,0.0,1.407,0.199,0.999,0.002,no inspected
1308730724695773440,902005175,8.315,1.385,2.112,0.36,2.833,0.549,3.154,0.68,0.518,0.781,-4.309,0.573,1.349,0.398,1.752,0.344,1.602,0.311,1.816,0.281,0.45,0.015,14.345,0.001,13.089,0.0,1.256,1.353,0.991,0.013,no inspected
1310165587369936384,584406122,13.334,1.889,3.189,0.344,2.448,0.423,2.815,0.514,-0.96,0.54,-2.626,0.4,0.89,0.293,2.295,0.263,1.862,0.219,2.404,0.171,0.828,0.014,11.935,0.001,10.552,0.0,1.383,0.143,0.941,0.087,no inspected
1310165587369936384,902011053,10.474,0.351,2.983,0.086,2.219,0.142,2.277,0.201,-0.14,0.246,-2.371,0.195,1.11,0.119,2.272,0.094,1.619,0.066,2.498,0.057,0.828,0.014,11.935,0.001,10.552,0.0,1.383,0.143,1.0,0.0,no inspected
1311625773171116288,228508030,9.548,0.575,3.089,0.113,1.177,0.191,3.645,0.235,-0.561,0.226,-3.115,0.178,0.847,0.112,3.455,0.092,2.032,0.07,2.292,0.063,1.55,0.012,10.565,0.0,9.006,0.0,1.559,-0.042,0.929,0.105,no inspected
1312331659636410368,228504171,11.406,0.757,3.013,0.157,1.736,0.227,1.791,0.307,-0.738,0.319,-2.912,0.292,0.967,0.173,2.366,0.152,2.065,0.112,2.29,0.108,0.689,0.013,12.235,0.001,10.897,0.0,1.338,0.088,0.952,0.071,no inspected
1312691646615213056,228515024,7.814,1.808,2.899,0.412,1.684,0.697,2.513,0.864,0.367,0.856,-1.331,0.724,0.744,0.527,1.755,0.423,1.707,0.323,1.824,0.335,1.101,0.011,13.439,0.001,12.202,0.0,1.237,2.411,0.745,0.378,no inspected
1313278304788023040,584403176,9.858,0.217,2.596,0.056,0.972,0.094,1.669,0.121,-1.03,0.137,-2.112,0.129,0.757,0.067,1.838,0.066,1.561,0.043,1.869,0.045,0.623,0.016,11.666,0.001,10.284,0.0,1.383,-0.745,0.986,0.021,no inspected
1313772221730856448,584415091,11.01,0.258,2.871,0.056,2.097,0.097,2.067,0.134,-0.805,0.134,-2.404,0.113,1.135,0.066,2.67,0.07,2.282,0.049,2.702,0.048,0.706,0.011,12.206,0.0,10.842,0.0,1.364,0.087,1.0,0.001,no inspected
1314371081906674688,228512247,10.89,0.841,2.374,0.21,1.545,0.271,2.643,0.365,-0.576,0.366,-2.537,0.337,0.788,0.209,1.988,0.176,2.034,0.123,2.372,0.115,0.726,0.014,12.086,0.001,10.746,0.001,1.34,0.05,0.856,0.213,no inspected
1315173278719137536,658006240,4.689,4.015,4.224,0.75,5.097,0.875,6.961,1.166,4.578,1.19,0.489,1.206,0.391,0.836,-3.283,0.815,1.261,0.6,1.513,0.579,1.74,0.026,15.758,0.001,14.65,0.001,1.107,5.853,0.975,0.037,no confirmed
1316063402101057536,562705223,10.288,0.574,1.966,0.129,1.1,0.198,1.406,0.238,-0.738,0.213,-2.762,0.165,0.81,0.114,1.887,0.109,1.774,0.069,2.202,0.069,0.503,0.013,12.307,0.001,11.032,0.0,1.275,-0.461,0.997,0.005,no inspected
1316553578128901632,235015060,9.848,1.25,3.033,0.266,1.693,0.374,2.514,0.426,-0.706,0.479,-2.04,0.284,1.12,0.162,2.689,0.142,1.75,0.101,2.226,0.101,2.183,0.014,10.533,0.0,9.134,0.0,1.4,0.829,0.792,0.308,no inspected
1319112313485049856,566802062,-0.163,9.833,2.733,1.963,-1.692,3.1,7.858,2.985,0.191,3.569,-0.836,2.668,2.613,1.243,5.197,0.936,7.819,0.531,5.943,0.536,1.375,0.053,17.737,0.007,16.113,0.003,1.623,6.806,0.914,0.128,no confirmed
1320559305146238976,231305021,6.861,0.292,2.671,0.057,1.142,0.102,2.496,0.132,0.123,0.124,-0.77,0.114,0.568,0.082,1.49,0.077,1.776,0.051,1.899,0.049,1.922,0.013,12.191,0.001,10.953,0.0,1.238,2.372,0.588,0.493,no inspected
1320697362575801344,220909224,9.495,1.162,2.723,0.238,1.92,0.343,2.117,0.441,-0.603,0.648,-1.663,0.37,1.311,0.268,2.256,0.236,1.998,0.206,2.065,0.185,0.379,0.02,15.398,0.001,14.172,0.001,1.227,2.065,0.996,0.006,no inspected
1323515200423149568,435412018,9.617,0.602,2.651,0.151,1.479,0.207,1.311,0.29,-0.723,0.276,-1.24,0.277,0.826,0.176,2.145,0.15,1.968,0.113,2.224,0.096,0.6,0.01,12.491,0.001,11.19,0.0,1.301,0.081,0.996,0.007,no inspected
1324157250790740992,455807221,9.001,0.217,2.375,0.055,0.78,0.084,1.278,0.101,-0.856,0.144,-2.494,0.091,0.637,0.072,1.924,0.063,1.82,0.048,2.167,0.041,0.845,0.011,10.699,0.0,9.282,0.0,1.417,-1.085,0.846,0.212,no inspected
1324524899990577664,228514001,7.0,2.198,2.972,0.399,2.188,0.584,3.216,0.7,0.761,0.75,-1.347,0.663,0.664,0.486,1.724,0.441,1.941,0.305,1.879,0.328,1.311,0.012,13.551,0.001,12.334,0.0,1.218,2.921,0.835,0.244,no inspected
1324593722546611456,455806048,4.335,2.291,2.869,0.466,4.599,0.726,4.518,1.085,2.202,1.069,0.455,1.023,-0.057,1.522,0.235,1.545,0.424,1.149,0.241,1.062,0.765,0.015,14.324,0.001,13.304,0.001,1.02,2.722,1.0,0.001,no inspected
1325577609358472448,455804047,13.438,0.544,2.536,0.135,2.218,0.197,3.173,0.233,-0.466,0.24,-2.061,0.195,1.442,0.169,2.632,0.17,1.697,0.144,2.112,0.15,0.888,0.015,11.427,0.001,10.088,0.0,1.339,-0.17,1.0,0.0,no inspected
1325658943155541504,455809054,9.992,0.466,2.576,0.096,1.424,0.166,3.154,0.221,-0.029,0.194,0.092,0.116,0.325,0.142,1.574,0.129,1.691,0.115,1.988,0.109,1.81,0.012,11.593,0.001,10.326,0.0,1.267,1.614,0.522,0.512,no inspected
1326009687364856320,555008007,11.688,1.921,2.719,0.363,1.866,0.478,1.972,0.503,-0.818,0.584,-2.486,0.429,0.845,0.254,2.104,0.251,1.927,0.163,2.278,0.144,0.757,0.011,12.124,0.001,10.809,0.001,1.314,0.204,0.912,0.131,no inspected
1329127455664606720,221711068,7.353,0.752,2.604,0.173,1.473,0.291,2.493,0.393,-0.113,0.412,-1.892,0.344,1.422,0.22,2.271,0.197,1.685,0.135,1.822,0.124,1.313,0.01,12.349,0.001,11.104,0.0,1.245,1.695,0.988,0.018,no inspected
1329791904285419264,746608230,9.785,0.245,2.305,0.065,1.979,0.103,2.55,0.125,-0.521,0.167,-2.222,0.12,1.218,0.082,2.397,0.091,1.998,0.052,2.469,0.05,0.65,0.011,12.322,0.002,10.994,0.001,1.328,0.058,1.0,0.0,no inspected
1330288088971275264,823314008,8.428,6.959,4.855,1.221,5.363,1.668,11.51,1.649,4.422,1.898,-0.822,1.474,1.967,1.001,3.05,0.926,2.621,0.701,3.345,0.589,1.101,0.06,17.736,0.013,16.367,0.005,1.37,6.575,1.0,0.0,no inspected
1331049986105171712,154211193,9.458,2.235,2.88,0.38,1.685,0.555,2.814,0.763,-0.831,0.837,-2.63,0.548,0.86,0.307,2.291,0.259,1.807,0.19,2.159,0.178,0.46,0.01,13.743,0.001,12.357,0.0,1.387,0.67,0.682,0.471,no inspected
1332563326422776064,46412229,8.671,0.87,2.621,0.19,1.352,0.322,1.553,0.43,-0.728,0.47,-3.541,0.473,1.114,0.267,2.423,0.256,1.817,0.163,2.002,0.181,1.402,0.011,10.599,0.001,9.29,0.0,1.309,0.023,0.915,0.126,no inspected
1335065574368899072,577506190,8.89,0.248,3.02,0.057,2.088,0.094,2.651,0.113,-0.042,0.128,-2.705,0.114,0.799,0.088,1.932,0.088,1.794,0.064,1.849,0.06,2.348,0.011,11.714,0.0,10.49,0.0,1.224,2.344,0.798,0.283,no inspected
1336286272793936896,141508117,9.219,3.069,2.517,0.579,1.652,0.813,0.18,1.062,-0.489,1.234,-2.439,0.778,1.514,0.458,2.256,0.404,1.923,0.295,1.642,0.323,0.312,0.01,13.732,0.001,12.533,0.0,1.199,0.004,0.974,0.039,no inspected
1336588741570996224,141501167,9.674,0.681,2.603,0.165,1.732,0.252,1.088,0.332,-0.829,0.328,-2.766,0.278,0.92,0.193,1.944,0.183,1.761,0.112,2.083,0.116,0.754,0.012,11.92,0.001,10.593,0.0,1.326,-0.019,0.986,0.02,no inspected
1337004975441396736,462603153,6.291,1.575,3.4,0.321,3.286,0.458,5.094,0.513,2.449,0.655,-1.648,0.543,0.862,0.532,1.937,0.487,1.208,0.488,1.46,0.45,2.088,0.021,15.197,0.001,14.054,0.001,1.142,5.654,0.964,0.053,no inspected
1337004975441396736,914103166,5.986,1.415,3.427,0.315,3.215,0.383,5.219,0.485,1.823,0.599,0.09,0.488,1.359,0.299,1.675,0.275,2.602,0.241,2.391,0.206,2.088,0.021,15.197,0.001,14.054,0.001,1.142,5.654,1.0,0.0,no inspected
1337107126944005120,462704119,10.017,0.18,3.165,0.039,1.214,0.073,2.252,0.099,-1.639,0.093,-3.254,0.072,0.734,0.047,3.113,0.043,1.924,0.03,2.346,0.028,0.787,0.013,11.237,0.001,9.628,0.0,1.609,-0.892,0.597,0.415,no inspected
1337110253679657728,462704118,9.424,0.237,2.594,0.056,1.566,0.089,1.401,0.12,-0.645,0.128,-2.587,0.105,0.744,0.07,1.923,0.058,1.801,0.045,2.129,0.044,0.815,0.013,11.85,0.001,10.503,0.0,1.347,0.057,0.995,0.007,no inspected
1337398153927448576,462704040,9.446,1.025,2.827,0.215,1.678,0.317,2.726,0.426,0.091,0.418,-1.679,0.355,0.752,0.271,2.0,0.229,1.784,0.188,2.017,0.177,0.82,0.011,13.428,0.001,12.08,0.0,1.348,1.648,0.968,0.047,no inspected
1339613051382351872,577516237,3.695,0.523,2.858,0.101,2.801,0.164,3.142,0.221,0.876,0.245,-0.874,0.203,0.433,0.175,0.764,0.151,0.792,0.13,0.561,0.122,1.43,0.01,12.842,0.001,11.768,0.0,1.074,2.544,0.996,0.005,no inspected
1339894491999046144,914110049,7.242,0.863,2.905,0.204,2.13,0.311,3.049,0.383,0.335,0.461,-1.72,0.344,0.9,0.235,1.177,0.212,1.819,0.154,2.193,0.139,0.711,0.013,14.785,0.001,13.546,0.001,1.239,2.805,0.548,0.639,no inspected
1340615531108659456,143005021,6.978,0.661,2.711,0.14,2.188,0.188,2.462,0.268,0.382,0.271,-1.296,0.218,0.489,0.168,1.885,0.135,1.849,0.092,1.896,0.083,2.058,0.012,12.062,0.001,10.85,0.0,1.212,2.417,0.999,0.001,no inspected
1340717029775693312,462716070,9.469,0.491,3.204,0.085,0.763,0.152,2.265,0.2,-1.404,0.219,-3.487,0.147,0.83,0.115,3.41,0.104,1.866,0.098,2.221,0.087,0.914,0.011,11.115,0.001,9.526,0.0,1.589,-0.669,0.845,0.229,no inspected
1340919820951622400,143004176,7.06,1.545,2.94,0.305,2.301,0.471,3.328,0.694,0.251,0.791,-1.954,0.667,0.706,0.369,1.301,0.328,1.871,0.234,1.933,0.212,0.897,0.01,14.174,0.001,12.945,0.0,1.229,2.708,0.602,0.587,no inspected
1340919820951622400,143104176,7.018,1.266,2.851,0.286,1.929,0.5,3.299,0.667,0.665,0.803,-1.71,0.622,0.881,0.355,1.704,0.329,1.862,0.243,1.944,0.236,0.897,0.01,14.174,0.001,12.945,0.0,1.229,2.708,0.947,0.078,no inspected
1342426804716726272,141513089,9.796,1.365,2.39,0.271,1.338,0.381,0.932,0.428,-0.904,0.448,-2.584,0.331,0.893,0.197,1.812,0.17,1.749,0.121,1.938,0.122,0.733,0.013,11.988,0.001,10.683,0.0,1.304,0.01,0.69,0.459,no inspected
1343213436566888448,462713244,11.16,1.33,2.982,0.214,1.702,0.283,2.781,0.361,-0.719,0.36,-0.182,0.248,1.049,0.27,2.865,0.263,1.999,0.212,2.136,0.181,0.539,0.014,13.428,0.001,12.056,0.0,1.372,0.714,0.999,0.002,no inspected
1343319157185372672,141512113,8.944,1.105,2.919,0.259,2.344,0.35,1.508,0.473,-0.606,0.459,-2.807,0.4,0.968,0.224,2.007,0.194,1.839,0.121,2.148,0.116,0.916,0.012,11.82,0.001,10.502,0.0,1.318,0.311,0.989,0.016,no inspected
1344866135687035904,154705097,12.043,0.966,2.209,0.222,2.184,0.267,1.697,0.3,-1.08,0.326,-2.657,0.247,0.851,0.151,2.223,0.139,1.74,0.099,1.895,0.091,0.487,0.009,12.822,0.001,11.476,0.0,1.346,-0.088,0.996,0.006,no inspected
1344940941133252864,901107006,9.489,4.849,2.754,1.046,1.755,1.155,1.855,1.335,-1.552,1.757,-2.422,1.005,1.167,0.618,2.202,0.557,2.02,0.341,2.465,0.347,0.5,0.009,12.689,0.001,11.284,0.0,1.405,-0.223,0.992,0.012,no inspected
1345062643326828032,154708112,10.072,1.261,3.033,0.251,2.397,0.384,3.243,0.478,0.43,0.5,-2.056,0.356,0.579,0.234,1.877,0.21,1.857,0.142,2.096,0.133,1.272,0.01,13.384,0.001,12.178,0.0,1.205,2.7,0.991,0.013,no inspected
1345348859947193856,901108094,10.483,1.47,2.534,0.319,1.645,0.446,1.21,0.554,-0.768,0.589,-2.517,0.441,1.18,0.294,2.471,0.231,2.37,0.161,2.798,0.136,0.606,0.012,12.015,0.001,10.739,0.0,1.276,-0.349,1.0,0.0,no inspected
1345456337208227328,232216240,10.182,0.783,2.797,0.167,1.967,0.233,2.346,0.353,-0.627,0.365,-2.58,0.264,1.173,0.176,2.843,0.154,2.144,0.114,2.445,0.113,0.755,0.011,12.085,0.001,10.687,0.0,1.398,0.077,0.999,0.001,no inspected
1345762031503986944,901102091,9.288,1.844,2.135,0.407,1.789,0.596,1.943,0.798,0.084,0.761,-3.33,0.728,0.767,0.393,1.861,0.329,2.032,0.25,2.346,0.231,0.713,0.01,12.122,0.001,10.811,0.0,1.311,0.075,0.819,0.268,no inspected
1346534648877548544,154712145,8.595,1.116,2.386,0.224,0.524,0.296,1.693,0.392,-0.921,0.334,-2.523,0.301,0.86,0.153,1.898,0.145,1.513,0.093,2.004,0.089,0.498,0.01,12.37,0.001,10.985,0.0,1.385,-0.53,0.689,0.455,no inspected
1346943220526484736,143004207,8.862,0.711,2.715,0.176,1.673,0.293,1.426,0.406,-0.951,0.434,-2.192,0.362,1.452,0.197,2.378,0.167,2.248,0.115,2.394,0.116,0.505,0.01,12.914,0.001,11.587,0.0,1.327,0.105,0.996,0.007,no inspected
1349383895822333184,154716073,11.734,4.512,2.583,0.797,1.84,0.988,2.219,1.078,-0.605,1.071,-2.181,0.788,1.285,0.448,3.062,0.386,2.295,0.286,2.926,0.244,0.596,0.009,12.525,0.001,11.113,0.0,1.413,-0.012,1.0,0.0,no inspected
1349928085358461952,235501061,10.639,0.891,2.602,0.198,1.763,0.282,2.242,0.367,-0.441,0.39,-2.516,0.382,1.408,0.296,2.265,0.292,1.785,0.208,2.262,0.194,0.349,0.01,13.02,0.001,11.592,0.0,1.428,-0.694,1.0,0.0,no inspected
1349998832059622912,154714025,11.741,2.874,2.819,0.467,1.953,0.591,2.248,0.619,-0.804,0.575,-2.062,0.44,1.047,0.275,3.09,0.212,2.023,0.16,2.487,0.165,0.476,0.009,13.033,0.001,11.664,0.0,1.37,0.05,0.999,0.001,no inspected
1350143452198480896,154716227,9.284,0.846,2.629,0.169,1.807,0.252,2.645,0.343,0.366,0.322,-2.035,0.267,0.641,0.166,1.734,0.156,1.7,0.109,2.182,0.095,1.72,0.01,12.177,0.001,10.972,0.0,1.205,2.149,0.633,0.537,no inspected
1350222376517656320,334706101,9.634,2.028,2.941,0.402,1.64,0.586,3.304,0.709,-0.973,0.809,-2.601,0.558,0.828,0.392,2.589,0.335,1.695,0.25,1.875,0.231,0.508,0.009,13.007,0.001,11.512,0.0,1.495,0.043,0.942,0.086,no inspected
1350307240774839808,334707046,9.393,0.766,3.002,0.158,1.482,0.296,2.308,0.388,-0.089,0.414,-3.072,0.295,0.783,0.195,2.202,0.179,1.957,0.116,2.144,0.114,1.462,0.009,11.258,0.001,9.862,0.0,1.396,0.687,0.537,0.68,no inspected
1353148722418031872,733313117,8.582,0.372,2.865,0.079,1.275,0.124,0.761,0.164,-1.133,0.182,-2.537,0.128,1.223,0.086,2.058,0.086,1.82,0.05,1.918,0.059,0.845,0.012,11.702,0.001,10.423,0.0,1.28,0.057,0.991,0.013,no inspected
1353203118180470528,569916186,11.372,0.621,3.095,0.115,1.926,0.182,2.89,0.218,-0.181,0.244,-2.87,0.144,0.674,0.121,1.939,0.111,1.815,0.085,2.155,0.084,1.345,0.011,11.99,0.001,10.673,0.0,1.317,1.316,0.898,0.15,no inspected
1353535548649409024,569912158,10.791,0.973,2.918,0.181,1.544,0.263,1.521,0.353,-0.963,0.343,-2.888,0.35,0.91,0.287,2.229,0.265,1.649,0.234,2.2,0.211,0.547,0.009,12.697,0.001,11.343,0.0,1.354,0.033,0.974,0.038,no inspected
1356127544232150016,733311122,9.33,0.413,2.855,0.105,1.641,0.164,3.144,0.239,0.083,0.26,-2.318,0.188,0.77,0.131,2.068,0.118,1.727,0.091,1.994,0.086,1.057,0.011,12.434,0.001,11.111,0.0,1.323,1.231,0.987,0.02,no inspected
1356200386877309952,733312122,11.498,0.701,2.259,0.191,1.732,0.253,1.797,0.352,-0.356,0.404,-2.489,0.418,1.146,0.252,2.43,0.217,2.363,0.154,2.638,0.162,0.672,0.014,11.949,0.001,10.674,0.0,1.275,-0.19,1.0,0.0,no inspected
1356292745852934144,152605132,5.974,0.615,2.399,0.11,1.805,0.175,2.609,0.188,-0.027,0.22,-2.32,0.161,0.937,0.117,2.257,0.102,2.067,0.07,2.208,0.076,1.518,0.012,11.934,0.001,10.655,0.0,1.279,1.561,0.829,0.252,no inspected
